gene,group,Bin,Bucket,Lump,Quality
CLECL1,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
PKIG,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
PLEKHO1,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
SCPEP1,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
CCR6,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
CMTM6,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
CTSZ,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
NCR3,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
CCDC50,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
PLXNC1,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
MYO1F,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
LIMK1,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
TBC1D9,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
GPR82,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
CLN8,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
TFEB,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
EVI2A,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
ZBTB32,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
STAMBPL1,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
RAB31,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
HHEX,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
UGCG,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
LRRK2,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
MGAT4A,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
INPP5D,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
FGR,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
1-Mar,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
TLR10,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
ST3GAL5,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
UNC93B1,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
FCRL3,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
RIPOR2,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
SESN3,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
TNFRSF1B,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
DUSP4,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
AC004687.1,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
ZDHHC21,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
VAMP5,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
GPR183,FCRL4+ Memory B,Memory B Cell,B Cell,Lymphoid,
LINC01857,GC B cell,Memory B Cell,B Cell,Lymphoid,
LILRA4,GC B cell,Memory B Cell,B Cell,Lymphoid,
IGHA1,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGHA2,IgA plasma cell,Plasma,B Cell,Lymphoid,
JCHAIN,IgA plasma cell,Plasma,B Cell,Lymphoid,
LGALS4,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGKV3-20,IgA plasma cell,Plasma,B Cell,Lymphoid,
FABP1,IgA plasma cell,Plasma,B Cell,Lymphoid,
LGALS3,IgA plasma cell,Plasma,B Cell,Lymphoid,
PHGR1,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGKV1-5,IgA plasma cell,Plasma,B Cell,Lymphoid,
PIGR,IgA plasma cell,Plasma,B Cell,Lymphoid,
MTRNR2L12,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGKV3-11,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGLV2-14,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGHV4-59,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGHV3-23,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGHV4-39,IgA plasma cell,Plasma,B Cell,Lymphoid,
CLDN3,IgA plasma cell,Plasma,B Cell,Lymphoid,
KRT8,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGKV1-9,IgA plasma cell,Plasma,B Cell,Lymphoid,
AGR2,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGKV4-1,IgA plasma cell,Plasma,B Cell,Lymphoid,
C15orf48,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGHV3-30,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGLV2-8,IgA plasma cell,Plasma,B Cell,Lymphoid,
FXYD3,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGKV3-15,IgA plasma cell,Plasma,B Cell,Lymphoid,
LINC02362,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGHV3-7,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGHV3-74,IgA plasma cell,Plasma,B Cell,Lymphoid,
GPX2,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGLV3-21,IgA plasma cell,Plasma,B Cell,Lymphoid,
MUC12,IgA plasma cell,Plasma,B Cell,Lymphoid,
TXNDC5,IgA plasma cell,Plasma,B Cell,Lymphoid,
CA1,IgA plasma cell,Plasma,B Cell,Lymphoid,
KRT19,IgA plasma cell,Plasma,B Cell,Lymphoid,
EPCAM,IgA plasma cell,Plasma,B Cell,Lymphoid,
TSPAN8,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGKV1-17,IgA plasma cell,Plasma,B Cell,Lymphoid,
CLDN4,IgA plasma cell,Plasma,B Cell,Lymphoid,
ELF3,IgA plasma cell,Plasma,B Cell,Lymphoid,
AHNAK,IgA plasma cell,Plasma,B Cell,Lymphoid,
CLDN7,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGKV1-6,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGLV2-11,IgA plasma cell,Plasma,B Cell,Lymphoid,
KLF5,IgA plasma cell,Plasma,B Cell,Lymphoid,
ADH1C,IgA plasma cell,Plasma,B Cell,Lymphoid,
HDLBP,IgA plasma cell,Plasma,B Cell,Lymphoid,
ZBTB38,IgA plasma cell,Plasma,B Cell,Lymphoid,
CFLAR,IgA plasma cell,Plasma,B Cell,Lymphoid,
GOLGB1,IgA plasma cell,Plasma,B Cell,Lymphoid,
IGHG1,IgG plasma cell,Plasma,B Cell,Lymphoid,
IGHG3,IgG plasma cell,Plasma,B Cell,Lymphoid,
IGHG2,IgG plasma cell,Plasma,B Cell,Lymphoid,
IGHG4,IgG plasma cell,Plasma,B Cell,Lymphoid,
IGHGP,IgG plasma cell,Plasma,B Cell,Lymphoid,
GAS6,IgG plasma cell,Plasma,B Cell,Lymphoid,
PRDX4,IgG plasma cell,Plasma,B Cell,Lymphoid,
SSR4,IgG plasma cell,Plasma,B Cell,Lymphoid,
ITM2C,IgG plasma cell,Plasma,B Cell,Lymphoid,
SELENOM,IgG plasma cell,Plasma,B Cell,Lymphoid,
SVIP,IgG plasma cell,Plasma,B Cell,Lymphoid,
ERLEC1,IgG plasma cell,Plasma,B Cell,Lymphoid,
XBP1,IgG plasma cell,Plasma,B Cell,Lymphoid,
JSRP1,IgG plasma cell,Plasma,B Cell,Lymphoid,
ARSA,IgG plasma cell,Plasma,B Cell,Lymphoid,
SEL1L,IgG plasma cell,Plasma,B Cell,Lymphoid,
IFNAR2,IgG plasma cell,Plasma,B Cell,Lymphoid,
TPST2,IgG plasma cell,Plasma,B Cell,Lymphoid,
FBXW7,IgG plasma cell,Plasma,B Cell,Lymphoid,
PLPP5,IgG plasma cell,Plasma,B Cell,Lymphoid,
CAV1,IgG plasma cell,Plasma,B Cell,Lymphoid,
PDK1,IgG plasma cell,Plasma,B Cell,Lymphoid,
TAPBPL,IgG plasma cell,Plasma,B Cell,Lymphoid,
AC078883.1,IgG plasma cell,Plasma,B Cell,Lymphoid,
DPP7,IgG plasma cell,Plasma,B Cell,Lymphoid,
WIPI1,IgG plasma cell,Plasma,B Cell,Lymphoid,
LGALS1,IgG plasma cell,Plasma,B Cell,Lymphoid,
SDC1,IgG plasma cell,Plasma,B Cell,Lymphoid,
ZBP1,IgG plasma cell,Plasma,B Cell,Lymphoid,
CASP10,IgG plasma cell,Plasma,B Cell,Lymphoid,
CPEB4,IgG plasma cell,Plasma,B Cell,Lymphoid,
PECAM1,IgG plasma cell,Plasma,B Cell,Lymphoid,
IGHM,IgM plasma cell,Plasma,B Cell,Lymphoid,
PDIA4,IgM plasma cell,Plasma,B Cell,Lymphoid,
AC012236.1,IgM plasma cell,Plasma,B Cell,Lymphoid,
PNOC,IgM plasma cell,Plasma,B Cell,Lymphoid,
MTDH,IgM plasma cell,Plasma,B Cell,Lymphoid,
DUSP22,IgM plasma cell,Plasma,B Cell,Lymphoid,
MZB1,IgM plasma cell,Plasma,B Cell,Lymphoid,
RASSF6,IgM plasma cell,Plasma,B Cell,Lymphoid,
CCDC88A,IgM plasma cell,Plasma,B Cell,Lymphoid,
RGS1,IgM plasma cell,Plasma,B Cell,Lymphoid,
RABAC1,IgM plasma cell,Plasma,B Cell,Lymphoid,
SERP1,IgM plasma cell,Plasma,B Cell,Lymphoid,
LINC01480,IgM plasma cell,Plasma,B Cell,Lymphoid,
CUTA,IgM plasma cell,Plasma,B Cell,Lymphoid,
DAD1,IgM plasma cell,Plasma,B Cell,Lymphoid,
EML6,IgM plasma cell,Plasma,B Cell,Lymphoid,
SAT1,IgM plasma cell,Plasma,B Cell,Lymphoid,
STT3B,IgM plasma cell,Plasma,B Cell,Lymphoid,
SEC61B,IgM plasma cell,Plasma,B Cell,Lymphoid,
TMED9,IgM plasma cell,Plasma,B Cell,Lymphoid,
CNPY2,IgM plasma cell,Plasma,B Cell,Lymphoid,
SSR2,IgM plasma cell,Plasma,B Cell,Lymphoid,
PPIB,IgM plasma cell,Plasma,B Cell,Lymphoid,
PIM2,IgM plasma cell,Plasma,B Cell,Lymphoid,
HLA-C,IgM plasma cell,Plasma,B Cell,Lymphoid,
PDIA6,IgM plasma cell,Plasma,B Cell,Lymphoid,
MYDGF,IgM plasma cell,Plasma,B Cell,Lymphoid,
SDF2L1,IgM plasma cell,Plasma,B Cell,Lymphoid,
AKR1A1,IgM plasma cell,Plasma,B Cell,Lymphoid,
SSR1,IgM plasma cell,Plasma,B Cell,Lymphoid,
ADM,IgM plasma cell,Plasma,B Cell,Lymphoid,
KDELR2,IgM plasma cell,Plasma,B Cell,Lymphoid,
CLPTM1L,IgM plasma cell,Plasma,B Cell,Lymphoid,
FAM27C,IgM plasma cell,Plasma,B Cell,Lymphoid,
GUCA1A,IgM plasma cell,Plasma,B Cell,Lymphoid,
VOPP1,IgM plasma cell,Plasma,B Cell,Lymphoid,
SEC61G,IgM plasma cell,Plasma,B Cell,Lymphoid,
REPIN1,IgM plasma cell,Plasma,B Cell,Lymphoid,
ITPR2,IgM plasma cell,Plasma,B Cell,Lymphoid,
CHST2,IgM plasma cell,Plasma,B Cell,Lymphoid,
KCNK6,IgM plasma cell,Plasma,B Cell,Lymphoid,
HIST1H2BG,IgM plasma cell,Plasma,B Cell,Lymphoid,
CALR,IgM plasma cell,Plasma,B Cell,Lymphoid,
FBP1,IgM plasma cell,Plasma,B Cell,Lymphoid,
PTPN7,IgM plasma cell,Plasma,B Cell,Lymphoid,
RNF168,IgM plasma cell,Plasma,B Cell,Lymphoid,
U62317.5,IgM plasma cell,Plasma,B Cell,Lymphoid,
REEP5,IgM plasma cell,Plasma,B Cell,Lymphoid,
MANF,IgM plasma cell,Plasma,B Cell,Lymphoid,
IFI27L2,IgM plasma cell,Plasma,B Cell,Lymphoid,
ANXA6,Immature B,Immature B,B Cell,Lymphoid,
RAC2,Immature B,Immature B,B Cell,Lymphoid,
NME2,Immature B,Immature B,B Cell,Lymphoid,
TAGLN2,Immature B,Immature B,B Cell,Lymphoid,
CNN2,Immature B,Immature B,B Cell,Lymphoid,
FCMR,Immature B,Immature B,B Cell,Lymphoid,
ZFP36L1,Immature B,Immature B,B Cell,Lymphoid,
MT-ATP8,Immature B,Immature B,B Cell,Lymphoid,
POLD4,Immature B,Immature B,B Cell,Lymphoid,
RALGPS2,Immature B,Immature B,B Cell,Lymphoid,
ARL4C,Immature B,Immature B,B Cell,Lymphoid,
CLEC17A,Immature B,Immature B,B Cell,Lymphoid,
PARP15,Immature B,Immature B,B Cell,Lymphoid,
CYBB,Immature B,Immature B,B Cell,Lymphoid,
FCHSD2,Immature B,Immature B,B Cell,Lymphoid,
SMC6,Immature B,Immature B,B Cell,Lymphoid,
MAN2B1,Immature B,Immature B,B Cell,Lymphoid,
SP140,Immature B,Immature B,B Cell,Lymphoid,
ARHGEF1,Immature B,Immature B,B Cell,Lymphoid,
KDM4B,Immature B,Immature B,B Cell,Lymphoid,
DDX21,Immature B,Immature B,B Cell,Lymphoid,
BIN1,Immature B,Immature B,B Cell,Lymphoid,
HLA-DRB5,Immature B,Immature B,B Cell,Lymphoid,
CXCR5,Immature B,Immature B,B Cell,Lymphoid,
GPCPD1,Immature B,Immature B,B Cell,Lymphoid,
PDCD4,Immature B,Immature B,B Cell,Lymphoid,
MYC,Immature B,Immature B,B Cell,Lymphoid,
HCLS1,Immature B,Immature B,B Cell,Lymphoid,
SP100,Immature B,Immature B,B Cell,Lymphoid,
PLEKHG1,Immature B,Immature B,B Cell,Lymphoid,
GNG2,Immature B,Immature B,B Cell,Lymphoid,
UVRAG,Immature B,Immature B,B Cell,Lymphoid,
ARHGAP15,Immature B,Immature B,B Cell,Lymphoid,
SLC2A3,Immature B,Immature B,B Cell,Lymphoid,
DDIT3,Immature B,Immature B,B Cell,Lymphoid,
LIMS2,Immature B,Immature B,B Cell,Lymphoid,
SH3BP5,Immature B,Immature B,B Cell,Lymphoid,
EEF1G,Immature B,Immature B,B Cell,Lymphoid,
PDLIM1,Immature B,Immature B,B Cell,Lymphoid,
NFKB2,Immature B,Immature B,B Cell,Lymphoid,
TAPBP,Immature B,Immature B,B Cell,Lymphoid,
CDC42EP3,Immature B,Immature B,B Cell,Lymphoid,
CAMK1D,Immature B,Immature B,B Cell,Lymphoid,
IER5,Immature B,Immature B,B Cell,Lymphoid,
RASGRP2,Immature B,Immature B,B Cell,Lymphoid,
STAT6,Immature B,Immature B,B Cell,Lymphoid,
FOSB,Immature B,Immature B,B Cell,Lymphoid,
PTPN6,Immature B,Immature B,B Cell,Lymphoid,
AC093157.1,Immature B,Immature B,B Cell,Lymphoid,
JAZF1,Immature B,Immature B,B Cell,Lymphoid,
LMO2,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
MARCKSL1,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
CD22,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
CAMK1,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
GMDS,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
CD53,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
DHRS9,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
HLA-DMB,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
LRMP,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
CCDC144A,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
BASP1,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
DNAJC10,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
SERPINA9,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
HTR3A,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
HOPX,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
LPP,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
RRAS2,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
SIAH2,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
HLA-DMA,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
LCK,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
PHF6,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
MED12L,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
CD40,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
RPRD1B,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
PIP4K2A,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
VNN2,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
LYSMD2,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
SMIM14,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
LINC00877,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
PAG1,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
SCIMP,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
SYPL1,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
ZBTB20,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
FGD6,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
GPR18,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
AL512631.1,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
P2RX5,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
MS4A1,LZ GC cell,LZ GC cell,B Cell,Lymphoid,
TSC22D3,Memory B,Memory B Cell,B Cell,Lymphoid,
TXNIP,Memory B,Memory B Cell,B Cell,Lymphoid,
ADAM28,Memory B,Memory B Cell,B Cell,Lymphoid,
FCER2,Naive B,Naive B,B Cell,Lymphoid,
PCDH9,Pre-B,Pre-B,B Cell,Lymphoid,
ACSM3,Pre-B,Pre-B,B Cell,Lymphoid,
BACH2,Pre-B,Pre-B,B Cell,Lymphoid,
AFF3,Pre-B,Pre-B,B Cell,Lymphoid,
CCDC112,Pre-B,Pre-B,B Cell,Lymphoid,
HIST1H2AC,Pre-B,Pre-B,B Cell,Lymphoid,
YPEL5,Pre-B,Pre-B,B Cell,Lymphoid,
RUBCNL,Pre-B,Pre-B,B Cell,Lymphoid,
HIST1H1C,Pre-B,Pre-B,B Cell,Lymphoid,
CCDC191,Pre-B,Pre-B,B Cell,Lymphoid,
AKIRIN2,Pre-B,Pre-B,B Cell,Lymphoid,
RNGTT,Pre-B,Pre-B,B Cell,Lymphoid,
SYK,Pre-B,Pre-B,B Cell,Lymphoid,
ATP8A1,Pre-B,Pre-B,B Cell,Lymphoid,
PPP1R14A,Pre-B,Pre-B,B Cell,Lymphoid,
CD38,Pre-B,Pre-B,B Cell,Lymphoid,
LHPP,Pre-B,Pre-B,B Cell,Lymphoid,
AMN,Pre-B,Pre-B,B Cell,Lymphoid,
FAM129C,Pre-B,Pre-B,B Cell,Lymphoid,
RNF13,Pre-B,Pre-B,B Cell,Lymphoid,
CDC25B,Pre-B,Pre-B,B Cell,Lymphoid,
IGLL5,Pre-B,Pre-B,B Cell,Lymphoid,
HCK,Pre-B,Pre-B,B Cell,Lymphoid,
ZEB2,Pre-B,Pre-B,B Cell,Lymphoid,
APBB2,Pre-B,Pre-B,B Cell,Lymphoid,
MYO1C,Pre-B,Pre-B,B Cell,Lymphoid,
BMP3,Pre-B,Pre-B,B Cell,Lymphoid,
UHRF2,Pre-B,Pre-B,B Cell,Lymphoid,
WASF1,Pre-B,Pre-B,B Cell,Lymphoid,
LINC01781,Pre-B,Pre-B,B Cell,Lymphoid,
AEBP1,Pre-B,Pre-B,B Cell,Lymphoid,
ABHD15,Pre-B,Pre-B,B Cell,Lymphoid,
CDHR3,Pre-B,Pre-B,B Cell,Lymphoid,
NSMCE1,Pre-B,Pre-B,B Cell,Lymphoid,
ZNF296,Pre-B,Pre-B,B Cell,Lymphoid,
SPTBN1,Pre-B,Pre-B,B Cell,Lymphoid,
AC108879.1,Pre-B,Pre-B,B Cell,Lymphoid,
PDE4D,Pre-B,Pre-B,B Cell,Lymphoid,
BEST3,Pre-B,Pre-B,B Cell,Lymphoid,
ZBTB18,Pre-B,Pre-B,B Cell,Lymphoid,
PRKCG,Pre-B,Pre-B,B Cell,Lymphoid,
DDX54,Pre-B,Pre-B,B Cell,Lymphoid,
IGHV5-78,Pre-B,Pre-B,B Cell,Lymphoid,
MAD1L1,Pre-B,Pre-B,B Cell,Lymphoid,
MTSS1,Pre-B,Pre-B,B Cell,Lymphoid,
LNX1,Pre-B,Pre-B,B Cell,Lymphoid,
TCL1B,Pre-B,Pre-B,B Cell,Lymphoid,
FCHO1,Pre-B,Pre-B,B Cell,Lymphoid,
SMAD1,Pre-B,Pre-B,B Cell,Lymphoid,
PPP2R3B,Pre-B,Pre-B,B Cell,Lymphoid,
IGLL1,Pro-B,Pro-B,B Cell,Lymphoid,
VPREB1,Pro-B,Pro-B,B Cell,Lymphoid,
DNTT,Pro-B,Pro-B,B Cell,Lymphoid,
SOCS2,Pro-B,Pro-B,B Cell,Lymphoid,
TOP2B,Pro-B,Pro-B,B Cell,Lymphoid,
AKAP12,Pro-B,Pro-B,B Cell,Lymphoid,
ATP1B3,Pro-B,Pro-B,B Cell,Lymphoid,
LINC01013,Pro-B,Pro-B,B Cell,Lymphoid,
GLRX,Pro-B,Pro-B,B Cell,Lymphoid,
FHIT,Pro-B,Pro-B,B Cell,Lymphoid,
CCND3,Pro-B,Pro-B,B Cell,Lymphoid,
TKT,Pro-B,Pro-B,B Cell,Lymphoid,
RAG2,Pro-B,Pro-B,B Cell,Lymphoid,
AL713998.1,Pro-B,Pro-B,B Cell,Lymphoid,
ARPP21,Pro-B,Pro-B,B Cell,Lymphoid,
LCN6,Pro-B,Pro-B,B Cell,Lymphoid,
SMIM3,Pro-B,Pro-B,B Cell,Lymphoid,
SLC8A1-AS1,Pro-B,Pro-B,B Cell,Lymphoid,
CMTM8,Pro-B,Pro-B,B Cell,Lymphoid,
UHRF1,Pro-B,Pro-B,B Cell,Lymphoid,
WASF2,Pro-B,Pro-B,B Cell,Lymphoid,
LEF1,Pro-B,Pro-B,B Cell,Lymphoid,
MAD2L2,Pro-B,Pro-B,B Cell,Lymphoid,
VPREB3,Pro-B,Pro-B,B Cell,Lymphoid,
LINC00426,Pro-B,Pro-B,B Cell,Lymphoid,
S1PR4,Pro-B,Pro-B,B Cell,Lymphoid,
RAG1,Pro-B,Pro-B,B Cell,Lymphoid,
CD99,Pro-B,Pro-B,B Cell,Lymphoid,
NINJ1,Pro-B,Pro-B,B Cell,Lymphoid,
SLC35E3,Pro-B,Pro-B,B Cell,Lymphoid,
ID3,Pro-B,Pro-B,B Cell,Lymphoid,
MDM2,Pro-B,Pro-B,B Cell,Lymphoid,
CCDC81,Pro-B,Pro-B,B Cell,Lymphoid,
ERG,Pro-B,Pro-B,B Cell,Lymphoid,
SSBP2,Pro-B,Pro-B,B Cell,Lymphoid,
GNG11,Pro-B,Pro-B,B Cell,Lymphoid,
CD24,Pro-B,Pro-B,B Cell,Lymphoid,
EBF1,Pro-B,Pro-B,B Cell,Lymphoid,
TLE4,Pro-B,Pro-B,B Cell,Lymphoid,
SH2D4B,Pro-B,Pro-B,B Cell,Lymphoid,
NPY,Pro-B,Pro-B,B Cell,Lymphoid,
TSPAN14,Pro-B,Pro-B,B Cell,Lymphoid,
NRM,Pro-B,Pro-B,B Cell,Lymphoid,
LILRA2,Pro-B,Pro-B,B Cell,Lymphoid,
AC116366.3,Pro-B,Pro-B,B Cell,Lymphoid,
DEPP1,Pro-B,Pro-B,B Cell,Lymphoid,
PPP3CC,Pro-B,Pro-B,B Cell,Lymphoid,
MYB,Pro-B,Pro-B,B Cell,Lymphoid,
DUSP26,Pro-B,Pro-B,B Cell,Lymphoid,
AC087627.1,Pro-B,Pro-B,B Cell,Lymphoid,
HBG2,RBC,RBC,RBC,Myeloid,
HBA1,RBC,RBC,RBC,Myeloid,
HBA2,RBC,RBC,RBC,Myeloid,
HBZ,RBC,RBC,RBC,Myeloid,
HBG1,RBC,RBC,RBC,Myeloid,
BLVRB,RBC,RBC,RBC,Myeloid,
AHSP,RBC,RBC,RBC,Myeloid,
SLC25A37,RBC,RBC,RBC,Myeloid,
HBE1,RBC,RBC,RBC,Myeloid,
PRDX2,RBC,RBC,RBC,Myeloid,
ALAS2,RBC,RBC,RBC,Myeloid,
HBM,RBC,RBC,RBC,Myeloid,
FAM210B,RBC,RBC,RBC,Myeloid,
SLC25A39,RBC,RBC,RBC,Myeloid,
GYPB,RBC,RBC,RBC,Myeloid,
HBB,RBC,RBC,RBC,Myeloid,
GYPA,RBC,RBC,RBC,Myeloid,
AC104389.4,RBC,RBC,RBC,Myeloid,
HMBS,RBC,RBC,RBC,Myeloid,
GYPC,RBC,RBC,RBC,Myeloid,
SNCA,RBC,RBC,RBC,Myeloid,
BPGM,RBC,RBC,RBC,Myeloid,
HBQ1,RBC,RBC,RBC,Myeloid,
FECH,RBC,RBC,RBC,Myeloid,
SLC4A1,RBC,RBC,RBC,Myeloid,
SMIM1,RBC,RBC,RBC,Myeloid,
HEMGN,RBC,RBC,RBC,Myeloid,
STRADB,RBC,RBC,RBC,Myeloid,
SELENBP1,RBC,RBC,RBC,Myeloid,
MYL4,RBC,RBC,RBC,Myeloid,
MT1G,RBC,RBC,RBC,Myeloid,
MT2A,RBC,RBC,RBC,Myeloid,
MT1F,RBC,RBC,RBC,Myeloid,
ADIPOR1,RBC,RBC,RBC,Myeloid,
KLF1,RBC,RBC,RBC,Myeloid,
UROD,RBC,RBC,RBC,Myeloid,
MT1H,RBC,RBC,RBC,Myeloid,
EPB42,RBC,RBC,RBC,Myeloid,
GLRX5,RBC,RBC,RBC,Myeloid,
TMOD1,RBC,RBC,RBC,Myeloid,
TMEM14C,RBC,RBC,RBC,Myeloid,
FKBP8,RBC,RBC,RBC,Myeloid,
BSG,RBC,RBC,RBC,Myeloid,
RHAG,RBC,RBC,RBC,Myeloid,
MGST3,RBC,RBC,RBC,Myeloid,
PTMS,RBC,RBC,RBC,Myeloid,
MT1E,RBC,RBC,RBC,Myeloid,
GMPR,RBC,RBC,RBC,Myeloid,
NUDT4,RBC,RBC,RBC,Myeloid,
CTSE,RBC,RBC,RBC,Myeloid,
MTRNR2L1,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
GBP4,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
STAT1,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
MTRNR2L8,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
IFI44L,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
GBP2,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
EPSTI1,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
IRF1,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
GBP1,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
PLAC8,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
RPS10,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
IFITM1,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
XAF1,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
LNPEP,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
GBP5,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
HAPLN3,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
PRKX,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
AC245297.3,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
DONSON,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
NOP53,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
IRF9,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
HLA-DQA2,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
VPS37B,STAT1+ Naive B,B Cell,B Cell,Lymphoid,
